"Label (Grouping)","Census Tract 1, New York County, New York","Census Tract 2.01, New York County, New York","Census Tract 2.02, New York County, New York","Census Tract 5, New York County, New York","Census Tract 6, New York County, New York","Census Tract 7, New York County, New York","Census Tract 8, New York County, New York","Census Tract 9, New York County, New York","Census Tract 10.01, New York County, New York","Census Tract 10.02, New York County, New York","Census Tract 12, New York County, New York","Census Tract 13, New York County, New York","Census Tract 14.01, New York County, New York","Census Tract 14.02, New York County, New York","Census Tract 15.01, New York County, New York","Census Tract 15.02, New York County, New York","Census Tract 16, New York County, New York","Census Tract 18, New York County, New York","Census Tract 20, New York County, New York","Census Tract 21, New York County, New York","Census Tract 22.01, New York County, New York","Census Tract 22.02, New York County, New York","Census Tract 24, New York County, New York","Census Tract 25, New York County, New York","Census Tract 26.01, New York County, New York","Census Tract 26.02, New York County, New York","Census Tract 27, New York County, New York","Census Tract 28, New York County, New York","Census Tract 29.01, New York County, New York","Census Tract 29.02, New York County, New York","Census Tract 30.01, New York County, New York","Census Tract 30.02, New York County, New York","Census Tract 31, New York County, New York","Census Tract 32, New York County, New York","Census Tract 33, New York County, New York","Census Tract 34, New York County, New York","Census Tract 36.01, New York County, New York","Census Tract 36.02, New York County, New York","Census Tract 37, New York County, New York","Census Tract 38, New York County, New York","Census Tract 39, New York County, New York","Census Tract 40.01, New York County, New York","Census Tract 40.02, New York County, New York","Census Tract 41, New York County, New York","Census Tract 42, New York County, New York","Census Tract 43, New York County, New York","Census Tract 44, New York County, New York","Census Tract 45, New York County, New York","Census Tract 47, New York County, New York","Census Tract 48, New York County, New York","Census Tract 49, New York County, New York","Census Tract 50, New York County, New York","Census Tract 52, New York County, New York","Census Tract 54, New York County, New York","Census Tract 55.01, New York County, New York","Census Tract 55.02, New York County, New York","Census Tract 56, New York County, New York","Census Tract 57, New York County, New York","Census Tract 58, New York County, New York","Census Tract 59, New York County, New York","Census Tract 60, New York County, New York","Census Tract 61, New York County, New York","Census Tract 62, New York County, New York","Census Tract 63, New York County, New York","Census Tract 64, New York County, New York","Census Tract 65, New York County, New York","Census Tract 66, New York County, New York","Census Tract 67, New York County, New York","Census Tract 68, New York County, New York","Census Tract 69, New York County, New York","Census Tract 70.01, New York County, New York","Census Tract 70.02, New York County, New York","Census Tract 71, New York County, New York","Census Tract 72, New York County, New York","Census Tract 73, New York County, New York","Census Tract 74, New York County, New York","Census Tract 75, New York County, New York","Census Tract 76, New York County, New York","Census Tract 77, New York County, New York","Census Tract 78, New York County, New York","Census Tract 79, New York County, New York","Census Tract 80, New York County, New York","Census Tract 81, New York County, New York","Census Tract 82, New York County, New York","Census Tract 83, New York County, New York","Census Tract 84, New York County, New York","Census Tract 86.01, New York County, New York","Census Tract 86.02, New York County, New York","Census Tract 86.03, New York County, New York","Census Tract 87, New York County, New York","Census Tract 88, New York County, New York","Census Tract 89, New York County, New York","Census Tract 90, New York County, New York","Census Tract 91, New York County, New York","Census Tract 92, New York County, New York","Census Tract 93, New York County, New York","Census Tract 94, New York County, New York","Census Tract 95, New York County, New York","Census Tract 96, New York County, New York","Census Tract 97, New York County, New York","Census Tract 98, New York County, New York","Census Tract 99.01, New York County, New York","Census Tract 99.02, New York County, New York","Census Tract 99.03, New York County, New York","Census Tract 100, New York County, New York","Census Tract 101, New York County, New York","Census Tract 102, New York County, New York","Census Tract 103, New York County, New York","Census Tract 104, New York County, New York","Census Tract 106.01, New York County, New York","Census Tract 106.02, New York County, New York","Census Tract 108.01, New York County, New York","Census Tract 108.02, New York County, New York","Census Tract 108.03, New York County, New York","Census Tract 109, New York County, New York","Census Tract 110, New York County, New York","Census Tract 111, New York County, New York","Census Tract 112.01, New York County, New York","Census Tract 112.02, New York County, New York","Census Tract 112.03, New York County, New York","Census Tract 113, New York County, New York","Census Tract 114.01, New York County, New York","Census Tract 114.02, New York County, New York","Census Tract 115, New York County, New York","Census Tract 116, New York County, New York","Census Tract 117, New York County, New York","Census Tract 118, New York County, New York","Census Tract 119, New York County, New York","Census Tract 120, New York County, New York","Census Tract 121.01, New York County, New York","Census Tract 121.02, New York County, New York","Census Tract 122, New York County, New York","Census Tract 124, New York County, New York","Census Tract 125, New York County, New York","Census Tract 126.01, New York County, New York","Census Tract 126.02, New York County, New York","Census Tract 127, New York County, New York","Census Tract 128, New York County, New York","Census Tract 129.01, New York County, New York","Census Tract 129.02, New York County, New York","Census Tract 130, New York County, New York","Census Tract 131, New York County, New York","Census Tract 132.01, New York County, New York","Census Tract 132.02, New York County, New York","Census Tract 132.03, New York County, New York","Census Tract 133, New York County, New York","Census Tract 134, New York County, New York","Census Tract 135.01, New York County, New York","Census Tract 135.02, New York County, New York","Census Tract 136.01, New York County, New York","Census Tract 136.02, New York County, New York","Census Tract 136.03, New York County, New York","Census Tract 136.04, New York County, New York","Census Tract 137, New York County, New York","Census Tract 138, New York County, New York","Census Tract 139, New York County, New York","Census Tract 140, New York County, New York","Census Tract 142, New York County, New York","Census Tract 143, New York County, New York","Census Tract 144.01, New York County, New York","Census Tract 144.02, New York County, New York","Census Tract 145, New York County, New York","Census Tract 146.01, New York County, New York","Census Tract 146.02, New York County, New York","Census Tract 147, New York County, New York","Census Tract 148.01, New York County, New York","Census Tract 148.02, New York County, New York","Census Tract 149, New York County, New York","Census Tract 150.01, New York County, New York","Census Tract 150.02, New York County, New York","Census Tract 151.01, New York County, New York","Census Tract 151.02, New York County, New York","Census Tract 152, New York County, New York","Census Tract 153.01, New York County, New York","Census Tract 153.02, New York County, New York","Census Tract 154.01, New York County, New York","Census Tract 154.02, New York County, New York","Census Tract 154.03, New York County, New York","Census Tract 155.01, New York County, New York","Census Tract 155.02, New York County, New York","Census Tract 156.01, New York County, New York","Census Tract 156.02, New York County, New York","Census Tract 157, New York County, New York","Census Tract 158.01, New York County, New York","Census Tract 158.02, New York County, New York","Census Tract 159, New York County, New York","Census Tract 160.01, New York County, New York","Census Tract 160.02, New York County, New York","Census Tract 161, New York County, New York","Census Tract 162, New York County, New York","Census Tract 163, New York County, New York","Census Tract 164, New York County, New York","Census Tract 165, New York County, New York","Census Tract 166, New York County, New York","Census Tract 167, New York County, New York","Census Tract 168, New York County, New York","Census Tract 169, New York County, New York","Census Tract 170, New York County, New York","Census Tract 171, New York County, New York","Census Tract 172, New York County, New York","Census Tract 173, New York County, New York","Census Tract 174.01, New York County, New York","Census Tract 174.02, New York County, New York","Census Tract 175, New York County, New York","Census Tract 177, New York County, New York","Census Tract 178, New York County, New York","Census Tract 179, New York County, New York","Census Tract 180, New York County, New York","Census Tract 181, New York County, New York","Census Tract 182, New York County, New York","Census Tract 183, New York County, New York","Census Tract 184, New York County, New York","Census Tract 185, New York County, New York","Census Tract 186, New York County, New York","Census Tract 187, New York County, New York","Census Tract 188, New York County, New York","Census Tract 189, New York County, New York","Census Tract 190, New York County, New York","Census Tract 191, New York County, New York","Census Tract 192, New York County, New York","Census Tract 193, New York County, New York","Census Tract 194, New York County, New York","Census Tract 195, New York County, New York","Census Tract 196, New York County, New York","Census Tract 197.01, New York County, New York","Census Tract 197.02, New York County, New York","Census Tract 198, New York County, New York","Census Tract 199, New York County, New York","Census Tract 200, New York County, New York","Census Tract 201.01, New York County, New York","Census Tract 201.02, New York County, New York","Census Tract 203, New York County, New York","Census Tract 205, New York County, New York","Census Tract 206, New York County, New York","Census Tract 207.01, New York County, New York","Census Tract 208, New York County, New York","Census Tract 209.01, New York County, New York","Census Tract 210, New York County, New York","Census Tract 211, New York County, New York","Census Tract 212, New York County, New York","Census Tract 213.03, New York County, New York","Census Tract 214, New York County, New York","Census Tract 215, New York County, New York","Census Tract 216, New York County, New York","Census Tract 217.03, New York County, New York","Census Tract 218, New York County, New York","Census Tract 219, New York County, New York","Census Tract 220, New York County, New York","Census Tract 221.02, New York County, New York","Census Tract 222, New York County, New York","Census Tract 223.01, New York County, New York","Census Tract 223.02, New York County, New York","Census Tract 224, New York County, New York","Census Tract 225, New York County, New York","Census Tract 226, New York County, New York","Census Tract 227, New York County, New York","Census Tract 228, New York County, New York","Census Tract 229, New York County, New York","Census Tract 230, New York County, New York","Census Tract 231, New York County, New York","Census Tract 232, New York County, New York","Census Tract 233, New York County, New York","Census Tract 234, New York County, New York","Census Tract 235.01, New York County, New York","Census Tract 235.02, New York County, New York","Census Tract 236, New York County, New York","Census Tract 237, New York County, New York","Census Tract 238.02, New York County, New York","Census Tract 238.03, New York County, New York","Census Tract 238.04, New York County, New York","Census Tract 239, New York County, New York","Census Tract 240, New York County, New York","Census Tract 241, New York County, New York","Census Tract 242, New York County, New York","Census Tract 243.01, New York County, New York","Census Tract 243.02, New York County, New York","Census Tract 245, New York County, New York","Census Tract 247, New York County, New York","Census Tract 249, New York County, New York","Census Tract 251, New York County, New York","Census Tract 253, New York County, New York","Census Tract 255, New York County, New York","Census Tract 257, New York County, New York","Census Tract 259, New York County, New York","Census Tract 261, New York County, New York","Census Tract 263, New York County, New York","Census Tract 265, New York County, New York","Census Tract 267, New York County, New York","Census Tract 269, New York County, New York","Census Tract 271, New York County, New York","Census Tract 273, New York County, New York","Census Tract 275, New York County, New York","Census Tract 277, New York County, New York","Census Tract 279, New York County, New York","Census Tract 281, New York County, New York","Census Tract 283, New York County, New York","Census Tract 285, New York County, New York","Census Tract 287, New York County, New York","Census Tract 291, New York County, New York","Census Tract 293, New York County, New York","Census Tract 295, New York County, New York","Census Tract 297, New York County, New York","Census Tract 299, New York County, New York","Census Tract 303, New York County, New York","Census Tract 307, New York County, New York","Census Tract 309, New York County, New York","Census Tract 311, New York County, New York","Census Tract 317.03, New York County, New York","Census Tract 317.04, New York County, New York","Census Tract 319, New York County, New York"
"            Black or African American; American Indian and Alaska Native; Some Other Race","0","1","2","0","3","2","1","0","1","2","0","1","0","1","2","4","0","3","0","1","0","0","1","0","1","1","0","10","0","0","0","0","1","1","0","1","1","1","0","0","0","0","1","1","0","1","5","1","0","1","1","0","0","1","3","0","0","0","0","0","3","0","0","0","3","0","2","0","1","0","0","0","0","0","0","3","0","6","2","0","2","2","1","0","0","0","2","0","0","1","0","1","4","2","0","0","0","0","0","3","0","0","1","0","0","0","0","0","2","0","2","0","0","0","1","0","0","0","0","2","0","0","3","0","0","0","0","0","2","4","0","0","0","0","0","0","1","0","4","0","1","0","1","0","0","2","0","6","0","0","0","0","0","1","0","1","0","0","0","0","0","3","0","1","7","0","0","0","0","0","0","0","7","0","0","9","0","0","2","0","5","0","0","2","0","2","1","0","0","5","0","9","1","2","0","3","0","6","4","1","7","4","0","0","0","4","2","0","0","11","0","13","0","0","1","3","5","0","3","9","10","2","1","0","1","0","2","0","0","0","0","0","0","0","0","0","3","2","4","0","1","0","2","2","0","1","4","2","0","2","6","0","1","2","5","5","3","3","1","11","9","1","2","3","5","1","5","1","1","0","6","0","4","0","11","3","12","3","0","0","4","2","0","0","2","2","1","1","6","13","0","0","8","4","2","6","11","1","0","14","1","0","1","7","2","2","0","0","0","0"
"            Black or African American; Asian; Native Hawaiian and Other Pacific Islander","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"            Black or African American; Asian; Some Other Race","0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","0","6","0","0","1","6","0","0","0","3","1","0","1","0","0","0","0","0","1","0","2","0","0","1","5","0","3","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1","0","4","0","1","0","0","0","1","0","2","0","0","0","0","0","0","3","0","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","2","0","0","0","2","0","0","0","0","0","3","0","0","0","3","0","0","6","0","0","0","0","2","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","2","0","0","3","0","0","0","1","0","0","1","0","0","2","0","3","0","5","0","0","0","0","1","1","0","0","2","1","0","1","2","2","2","1","0","0","0","2","3","0","1","0","4","0","0","0","0","0","1","4","1","3","0","0","0","2","0","1","0","5","0","0","3","0","1","0","0","0","0","0","0","0","0","4","1","1","0","2","0","0","0","1","1","0","0","0","3","8","3","0","0","1","0","0","1","2","0","0","1","0","0","0","7","0","3","1","2","0","0","0","0","1","1","0","1","0","0","0","0","0","6","1","1","0","2","0","1","0","0","1","1","0"
"            Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","1","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","3","0","1","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2","0","0","0","0"
"            American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"            American Indian and Alaska Native; Asian; Some Other Race","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"            American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"            Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0"
"        Population of four races:","0","9","25","0","18","3","0","0","1","10","4","5","3","10","0","3","7","5","8","8","21","12","14","14","8","2","0","16","0","6","2","2","1","9","4","2","1","2","3","8","1","4","3","10","1","6","10","0","5","1","1","2","6","3","4","2","3","8","6","3","1","7","5","0","4","2","4","3","1","0","0","1","1","1","2","0","2","2","6","3","1","0","2","0","3","2","2","0","1","2","1","11","3","3","2","13","0","0","2","15","5","3","1","5","0","1","0","8","2","6","9","5","0","4","2","4","3","2","2","2","0","0","0","2","6","1","4","0","1","1","11","0","5","1","0","2","1","1","10","7","1","4","0","0","3","8","7","3","11","0","5","5","4","0","4","6","4","2","0","2","4","19","5","6","6","1","1","0","0","1","5","11","6","4","6","4","4","1","2","5","3","4","4","0","3","7","0","2","1","9","6","11","1","17","3","7","6","16","5","8","20","7","5","6","21","14","15","10","16","10","16","29","2","4","5","11","14","7","14","10","29","22","9","7","0","5","0","14","5","2","10","0","4","1","3","4","5","21","28","5","7","3","5","8","2","3","9","10","3","6","23","5","14","32","4","13","4","19","8","15","13","15","27","5","6","4","15","4","4","0","5","1","26","3","9","9","18","28","3","15","30","21","7","5","30","22","31","7","12","29","20","4","10","36","5","31","10","23","13","45","30","0","17","17","12","25","0","7","5","1"
"            White; Black or African American; American Indian and Alaska Native; Asian","0","0","3","0","1","2","0","0","0","2","3","0","1","0","0","0","0","0","0","1","5","0","1","3","0","0","0","1","0","3","2","0","0","1","3","2","0","0","0","0","0","1","0","2","1","4","3","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","1","1","2","1","3","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","4","5","0","1","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","2","1","0","1","0","0","0","3","1","2","0","0","1","1","0","1","0","0","1","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","1","0","0","0","2","0","0","0","0","0","0","3","0","3","0","1","2","0","0","0","2","0","0","4","0","0","1","0","2","0","4","0","3","2","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","3","9","0","2","0","0","0","0","0","1","0","0","2","0","0","0","0","2","0","2","0","3","8","0","1","2","0","1","2","0","3","0","0","0","0","2","2","0","0","0","1","0","0","0","2","1","1","0","0","2","0","0","2","0","0","0","1","0","0","1","2","0","0","0","0","2","0","0","7","0","1","0","0"
"            White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"            White; Black or African American; American Indian and Alaska Native; Some Other Race","0","8","22","0","17","0","0","0","0","8","0","5","2","8","0","0","4","4","8","3","13","12","13","7","6","2","0","12","0","3","0","2","1","8","1","0","1","2","2","8","1","3","2","6","0","1","7","0","5","1","0","2","0","1","4","0","1","7","5","0","0","1","5","0","4","2","4","3","0","0","0","0","1","1","2","0","1","2","5","2","1","0","2","0","2","0","1","0","1","0","0","9","2","0","0","11","0","0","2","11","5","3","0","4","0","1","0","7","2","4","5","0","0","0","1","4","2","1","2","2","0","0","0","2","4","0","2","0","1","0","4","0","3","0","0","1","0","1","6","2","0","1","0","0","1","7","2","1","9","0","4","3","1","0","4","4","2","2","0","0","3","17","5","6","1","1","1","0","0","1","3","10","5","0","1","2","4","0","0","4","3","3","1","0","2","5","0","2","1","6","5","8","1","16","0","7","1","16","3","8","18","3","5","6","20","13","10","9","11","5","10","26","2","4","3","8","14","7","11","10","23","19","9","3","0","5","0","14","4","0","9","0","4","0","3","4","3","13","18","3","4","0","4","8","2","3","7","10","3","4","22","4","14","28","1","11","2","19","4","5","13","13","20","4","4","2","15","0","0","0","4","1","23","1","9","7","18","16","2","14","30","15","6","4","28","20","27","7","11","24","20","3","9","34","5","26","9","21","11","42","30","0","15","17","10","17","0","3","5","0"
"            White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"            White; Black or African American; Asian; Some Other Race","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","1","1","1","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","2","0","0","0","0","0","1","0","4","2","0","1","0","0","0","0","0","1","2","0","0","2","3","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","4","0","0","0","1","0","1","0","0","1","0","1","2","0","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","1","2","1","0","4","2","0","0","0","0","0","0","0","3","0","6","2","0","1","0","0","0","0","1","2","1","0","0","0","0","0","0","4","0","2","0","3","0","0","0","0","1","0","0","0","1","0","0","4","1","1","0","0","0","0","0","1","0","0","0","0","0","1","4","0","1","0","0","0","0","2","0","0","0","1","0","2","0","0","1","1","1","0","0","0","0","0","0","1","0","4","0","0","2","3","0","0","0","0","1","1","0","2","0","1"
